"No.","Time","Source","Destination","Protocol","Length","Info"
"8339","459.774399","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2620:1ec:50::12","TLSv1.2","109","Application Data"
"8340","459.774632","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2620:1ec:50::12","TLSv1.2","109","Application Data"
"8341","459.785534","2620:1ec:50::12","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","74","443  >  58741 [ACK] Seq=3107 Ack=62410 Win=16383 Len=0"
"8342","459.785535","2620:1ec:50::12","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","74","443  >  58741 [ACK] Seq=3107 Ack=62445 Win=16383 Len=0"
"8345","461.643643","192.168.1.169","34.243.160.129","TCP","459","[TCP Retransmission] 33662  >  443 [PSH, ACK] Seq=1 Ack=1 Win=64256 Len=393 TSval=3811762960 TSecr=1899354199"
"8455","474.804142","2620:1ec:50::12","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TLSv1.2","113","Application Data"
"8456","474.804257","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2620:1ec:50::12","TCP","74","58741  >  443 [ACK] Seq=62445 Ack=3146 Win=4095 Len=0"
"8457","474.805904","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2620:1ec:50::12","TLSv1.2","109","Application Data"
"8458","474.806041","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2620:1ec:50::12","TLSv1.2","109","Application Data"
"8459","474.820176","2620:1ec:50::12","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","74","443  >  58741 [ACK] Seq=3146 Ack=62515 Win=16383 Len=0"
"8473","476.215145","2600:1700:1cd7:a8e0::6a1","2620:2d:4002:1::103","TCP","94","37550  >  80 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=1932063251 TSecr=0 WS=128"
"8474","476.448684","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","2606:4700:4400::6812:202f","TCP","74","[TCP Keep-Alive] 58742  >  443 [ACK] Seq=49810 Ack=4432 Win=2048 Len=0"
"8475","476.465467","2606:4700:4400::6812:202f","2600:1700:1cd7:a8e0:6495:519f:55a7:5c26","TCP","86","[TCP Keep-Alive ACK] 443  >  58742 [ACK] Seq=4432 Ack=49811 Win=19 Len=0 TSval=591142625 TSecr=3027095419"
"8476","476.465914","192.168.1.169","91.189.91.83","TCP","74","40270  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=1209368910 TSecr=0 WS=128"
"8477","476.505126","192.168.1.169","34.243.160.129","TCP","74","53032  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM TSval=3811777826 TSecr=0 WS=128"
"8478","476.522083","91.189.91.83","192.168.1.169","TCP","74","80  >  40270 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 SACK_PERM TSval=1000543699 TSecr=1209368910 WS=16384"
"8479","476.522810","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=1209368967 TSecr=1000543699"
"8480","476.524155","192.168.1.169","91.189.91.83","HTTP","229","GET /ubuntu/pool/main/l/lapack/libblas3_3.12.0-3build2_amd64.deb HTTP/1.1 "
"8482","476.589043","91.189.91.83","192.168.1.169","TCP","66","80  >  40270 [ACK] Seq=1 Ack=164 Win=81920 Len=0 TSval=1000543763 TSecr=1209368968"
"8483","476.589044","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=1 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8484","476.590007","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=1449 Win=67072 Len=0 TSval=1209369034 TSecr=1000543764"
"8485","476.592779","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=1449 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8486","476.592780","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=2897 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8487","476.592781","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=4345 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8488","476.593445","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=2897 Win=69888 Len=0 TSval=1209369038 TSecr=1000543764"
"8489","476.593535","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=5793 Win=75776 Len=0 TSval=1209369038 TSecr=1000543764"
"8490","476.594452","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=5793 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8491","476.594453","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=7241 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8492","476.594454","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=8689 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8493","476.594455","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=10137 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8494","476.594455","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=11585 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8495","476.594456","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=13033 Ack=164 Win=81920 Len=1448 TSval=1000543764 TSecr=1209368968 [TCP PDU reassembled in 8712]"
"8496","476.595035","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=8689 Win=81536 Len=0 TSval=1209369039 TSecr=1000543764"
"8497","476.595092","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=11585 Win=81792 Len=0 TSval=1209369039 TSecr=1000543764"
"8498","476.595158","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=14481 Win=79232 Len=0 TSval=1209369039 TSecr=1000543764"
"8499","476.642685","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=14481 Ack=164 Win=81920 Len=1448 TSval=1000543821 TSecr=1209369034 [TCP PDU reassembled in 8712]"
"8500","476.642686","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=15929 Ack=164 Win=81920 Len=1448 TSval=1000543821 TSecr=1209369034 [TCP PDU reassembled in 8712]"
"8501","476.643322","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=17377 Win=84352 Len=0 TSval=1209369087 TSecr=1000543821"
"8502","476.645386","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=17377 Ack=164 Win=81920 Len=1448 TSval=1000543823 TSecr=1209369038 [TCP PDU reassembled in 8712]"
"8503","476.645388","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=18825 Ack=164 Win=81920 Len=1448 TSval=1000543823 TSecr=1209369038 [TCP PDU reassembled in 8712]"
"8504","476.645967","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=20273 Win=84352 Len=0 TSval=1209369090 TSecr=1000543823"
"8505","476.648947","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=20273 Ack=164 Win=81920 Len=1448 TSval=1000543828 TSecr=1209369038 [TCP PDU reassembled in 8712]"
"8506","476.648949","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=21721 Ack=164 Win=81920 Len=1448 TSval=1000543828 TSecr=1209369038 [TCP PDU reassembled in 8712]"
"8507","476.649732","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=23169 Win=84352 Len=0 TSval=1209369094 TSecr=1000543828"
"8508","476.655085","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=23169 Ack=164 Win=81920 Len=1448 TSval=1000543832 TSecr=1209369038 [TCP PDU reassembled in 8712]"
"8509","476.655087","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=24617 Ack=164 Win=81920 Len=1448 TSval=1000543832 TSecr=1209369038 [TCP PDU reassembled in 8712]"
"8510","476.655807","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=26065 Win=84352 Len=0 TSval=1209369100 TSecr=1000543832"
"8511","476.661357","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=26065 Ack=164 Win=81920 Len=1448 TSval=1000543837 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8512","476.661360","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=27513 Ack=164 Win=81920 Len=1448 TSval=1000543837 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8513","476.662009","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=28961 Win=84352 Len=0 TSval=1209369106 TSecr=1000543837"
"8514","476.662211","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=28961 Ack=164 Win=81920 Len=1448 TSval=1000543841 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8515","476.662212","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=30409 Ack=164 Win=81920 Len=1448 TSval=1000543841 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8516","476.662775","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=31857 Win=84352 Len=0 TSval=1209369107 TSecr=1000543841"
"8517","476.666952","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=31857 Ack=164 Win=81920 Len=1448 TSval=1000543845 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8518","476.666952","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=33305 Ack=164 Win=81920 Len=1448 TSval=1000543845 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8519","476.667372","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=34753 Win=84352 Len=0 TSval=1209369112 TSecr=1000543845"
"8520","476.672859","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=34753 Ack=164 Win=81920 Len=1448 TSval=1000543850 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8521","476.672860","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=36201 Ack=164 Win=81920 Len=1448 TSval=1000543850 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8522","476.673345","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=37649 Win=84352 Len=0 TSval=1209369118 TSecr=1000543850"
"8523","476.674574","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=37649 Ack=164 Win=81920 Len=1448 TSval=1000543854 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8524","476.674575","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=39097 Ack=164 Win=81920 Len=1448 TSval=1000543854 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8525","476.675252","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=40545 Win=84352 Len=0 TSval=1209369119 TSecr=1000543854"
"8526","476.681119","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=40545 Ack=164 Win=81920 Len=1448 TSval=1000543858 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8527","476.681121","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=41993 Ack=164 Win=81920 Len=1448 TSval=1000543858 TSecr=1209369039 [TCP PDU reassembled in 8712]"
"8528","476.681781","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=43441 Win=84352 Len=0 TSval=1209369126 TSecr=1000543858"
"8529","476.695326","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=43441 Ack=164 Win=81920 Len=1448 TSval=1000543874 TSecr=1209369087 [TCP PDU reassembled in 8712]"
"8530","476.695328","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=44889 Ack=164 Win=81920 Len=1448 TSval=1000543874 TSecr=1209369087 [TCP PDU reassembled in 8712]"
"8531","476.696051","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=46337 Win=84352 Len=0 TSval=1209369140 TSecr=1000543874"
"8532","476.697307","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=46337 Ack=164 Win=81920 Len=1448 TSval=1000543876 TSecr=1209369087 [TCP PDU reassembled in 8712]"
"8533","476.697309","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=47785 Ack=164 Win=81920 Len=1448 TSval=1000543876 TSecr=1209369087 [TCP PDU reassembled in 8712]"
"8534","476.697924","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=49233 Win=84352 Len=0 TSval=1209369142 TSecr=1000543876"
"8535","476.700875","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=49233 Ack=164 Win=81920 Len=1448 TSval=1000543879 TSecr=1209369090 [TCP PDU reassembled in 8712]"
"8536","476.700877","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=50681 Ack=164 Win=81920 Len=1448 TSval=1000543879 TSecr=1209369090 [TCP PDU reassembled in 8712]"
"8537","476.702014","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=52129 Win=84352 Len=0 TSval=1209369146 TSecr=1000543879"
"8538","476.706792","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=52129 Ack=164 Win=81920 Len=1448 TSval=1000543883 TSecr=1209369090 [TCP PDU reassembled in 8712]"
"8539","476.706793","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=53577 Ack=164 Win=81920 Len=1448 TSval=1000543883 TSecr=1209369090 [TCP PDU reassembled in 8712]"
"8540","476.707376","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=55025 Win=90112 Len=0 TSval=1209369151 TSecr=1000543883"
"8541","476.709393","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=55025 Ack=164 Win=81920 Len=1448 TSval=1000543887 TSecr=1209369094 [TCP PDU reassembled in 8712]"
"8542","476.709394","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=56473 Ack=164 Win=81920 Len=1448 TSval=1000543887 TSecr=1209369094 [TCP PDU reassembled in 8712]"
"8543","476.710221","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=57921 Win=96000 Len=0 TSval=1209369154 TSecr=1000543887"
"8544","476.711883","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=57921 Ack=164 Win=81920 Len=1448 TSval=1000543890 TSecr=1209369094 [TCP PDU reassembled in 8712]"
"8545","476.711884","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=59369 Ack=164 Win=81920 Len=1448 TSval=1000543890 TSecr=1209369094 [TCP PDU reassembled in 8712]"
"8546","476.712897","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=60817 Win=101760 Len=0 TSval=1209369157 TSecr=1000543890"
"8547","476.715190","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=60817 Ack=164 Win=81920 Len=1448 TSval=1000543894 TSecr=1209369100 [TCP PDU reassembled in 8712]"
"8548","476.715191","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=62265 Ack=164 Win=81920 Len=1448 TSval=1000543894 TSecr=1209369100 [TCP PDU reassembled in 8712]"
"8549","476.716014","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=63713 Win=107520 Len=0 TSval=1209369160 TSecr=1000543894"
"8550","476.718711","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=63713 Ack=164 Win=81920 Len=1448 TSval=1000543897 TSecr=1209369100 [TCP PDU reassembled in 8712]"
"8551","476.718712","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=65161 Ack=164 Win=81920 Len=1448 TSval=1000543897 TSecr=1209369100 [TCP PDU reassembled in 8712]"
"8552","476.719296","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=66609 Win=113280 Len=0 TSval=1209369163 TSecr=1000543897"
"8553","476.721892","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=66609 Ack=164 Win=81920 Len=1448 TSval=1000543901 TSecr=1209369107 [TCP PDU reassembled in 8712]"
"8554","476.721893","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=68057 Ack=164 Win=81920 Len=1448 TSval=1000543901 TSecr=1209369107 [TCP PDU reassembled in 8712]"
"8555","476.722922","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=69505 Win=119168 Len=0 TSval=1209369167 TSecr=1000543901"
"8556","476.725597","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=69505 Ack=164 Win=81920 Len=1448 TSval=1000543904 TSecr=1209369107 [TCP PDU reassembled in 8712]"
"8557","476.725598","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=70953 Ack=164 Win=81920 Len=1448 TSval=1000543904 TSecr=1209369107 [TCP PDU reassembled in 8712]"
"8558","476.726464","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=72401 Win=124928 Len=0 TSval=1209369171 TSecr=1000543904"
"8559","476.728763","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=72401 Ack=164 Win=81920 Len=1448 TSval=1000543908 TSecr=1209369112 [TCP PDU reassembled in 8712]"
"8560","476.728764","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=73849 Ack=164 Win=81920 Len=1448 TSval=1000543908 TSecr=1209369112 [TCP PDU reassembled in 8712]"
"8561","476.729435","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=75297 Win=130688 Len=0 TSval=1209369174 TSecr=1000543908"
"8562","476.734114","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=75297 Ack=164 Win=81920 Len=1448 TSval=1000543911 TSecr=1209369118 [TCP PDU reassembled in 8712]"
"8563","476.734116","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=76745 Ack=164 Win=81920 Len=1448 TSval=1000543911 TSecr=1209369118 [TCP PDU reassembled in 8712]"
"8564","476.734524","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=78193 Ack=164 Win=81920 Len=1448 TSval=1000543914 TSecr=1209369119 [TCP PDU reassembled in 8712]"
"8565","476.734525","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=79641 Ack=164 Win=81920 Len=1448 TSval=1000543914 TSecr=1209369119 [TCP PDU reassembled in 8712]"
"8566","476.734912","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=78193 Win=136448 Len=0 TSval=1209369179 TSecr=1000543911"
"8567","476.735013","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=81089 Win=142336 Len=0 TSval=1209369179 TSecr=1000543914"
"8568","476.739983","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=81089 Ack=164 Win=81920 Len=1448 TSval=1000543918 TSecr=1209369119 [TCP PDU reassembled in 8712]"
"8569","476.739985","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=82537 Ack=164 Win=81920 Len=1448 TSval=1000543918 TSecr=1209369119 [TCP PDU reassembled in 8712]"
"8570","476.740563","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=83985 Win=148096 Len=0 TSval=1209369185 TSecr=1000543918"
"8571","476.741356","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=83985 Ack=164 Win=81920 Len=1448 TSval=1000543921 TSecr=1209369126 [TCP PDU reassembled in 8712]"
"8572","476.741357","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=85433 Ack=164 Win=81920 Len=1448 TSval=1000543921 TSecr=1209369126 [TCP PDU reassembled in 8712]"
"8573","476.742013","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=86881 Win=153856 Len=0 TSval=1209369186 TSecr=1000543921"
"8574","476.747947","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=86881 Ack=164 Win=81920 Len=1448 TSval=1000543925 TSecr=1209369126 [TCP PDU reassembled in 8712]"
"8575","476.747947","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=88329 Ack=164 Win=81920 Len=1448 TSval=1000543925 TSecr=1209369126 [TCP PDU reassembled in 8712]"
"8576","476.748351","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=89777 Win=159616 Len=0 TSval=1209369192 TSecr=1000543925"
"8577","476.749421","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=89777 Ack=164 Win=81920 Len=1448 TSval=1000543928 TSecr=1209369126 [TCP PDU reassembled in 8712]"
"8578","476.749422","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=91225 Ack=164 Win=81920 Len=1448 TSval=1000543928 TSecr=1209369126 [TCP PDU reassembled in 8712]"
"8579","476.750007","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=92673 Win=165504 Len=0 TSval=1209369194 TSecr=1000543928"
"8580","476.751083","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=92673 Ack=164 Win=81920 Len=1448 TSval=1000543931 TSecr=1209369126 [TCP PDU reassembled in 8712]"
"8581","476.751084","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=94121 Ack=164 Win=81920 Len=1448 TSval=1000543931 TSecr=1209369126 [TCP PDU reassembled in 8712]"
"8582","476.751483","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=95569 Win=171264 Len=0 TSval=1209369196 TSecr=1000543931"
"8583","476.755264","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [ACK] Seq=95569 Ack=164 Win=81920 Len=1448 TSval=1000543935 TSecr=1209369142 [TCP PDU reassembled in 8712]"
"8584","476.755265","91.189.91.83","192.168.1.169","TCP","1514","80  >  40270 [PSH, ACK] Seq=97017 Ack=164 Win=81920 Len=1448 TSval=1000543935 TSecr=1209369142 [TCP PDU reassembled in 8712]"
"8585","476.755757","192.168.1.169","91.189.91.83","TCP","66","40270  >  80 [ACK] Seq=164 Ack=98465 Win=177024 Len=0 TSval=1209369200 TSecr=1000543935"
"8586","476.756567","2600:1700:1cd7:a8e0::6a1","2a05:d018:91c:3200:5e0d:21a9:26ca:90b5","TCP","94","39326  >  443 [SYN] Seq=0 Win=64800 Len=0 MSS=1440 SACK_PERM TSval=3135023779 TSecr=0 WS=128"
